服务器,服务器地理位置,服务器端口,客户端,客户端地理位置,TCP/UDP,应用,协议,总字节数,每秒字节数,客户端字节数,服务器字节数,总数据包,每秒数据包数,比特率,客户端比特率,服务器比特率,客户端数据包数,服务器数据包数,会话开始时间,会话持续时间,TCP同步包,TCP同步确认包,客户端TCP重置包,服务器TCP重置包,三次握手次数,三次握手平均时间,客户端平均ACK时延,服务器平均ACK时延,三次握手平均客户端RTT,三次握手平均服务器RTT,客户端三次握手总时延,服务器三次握手总时延,TCP交易请求次数,TCP交易响应次数,服务器总响应时间,客户端请求平均传输时间,服务器响应平均传输时间,会话总数,活动会话数,客户端字节数（有效载荷）,客户端数据包数（有效载荷）,服务器字节数（有效载荷）,服务器数据包数（有效载荷）,客户端TCP重传包,服务器TCP重传包,客户端TCP结束包,服务器TCP结束包,TCP三次握手客户端确认包,TCP乱序包数,客户端TCP乱序包数,服务器TCP乱序包数,创建会话数,关闭会话数,每秒创建会话数,每秒关闭会话数,TCP重传包,每秒活动会话数,连接建立无响应次数,连接无响应率,TCP重置包
,局域网,37772,,英国,TCP,未知TCP应用,TCP,2105298,24.3668,695481,1409817,11173,0.1293,194.935,64.3963,130.5386,6964,4209,2023/9/26 16:14,2.7952E+13,1,1,0,0,1,7.345315,1.805754,10.033387,1.279022,6.066293,1.279022,6.066293,3478,3478,28840.67118,3.688478,3.682545,3,1,207760,3483,1115171,4181,3,0,0,10,1,0,0,0,1,2,0,0,3,0,0,0,0
,局域网,15006,,英国,TCP,未知TCP应用,TCP,1997015,23.1135,48787,1948228,1984,0.0229,184.9087,4.5173,180.3914,676,1308,2023/9/26 16:28,1.21E+11,3,3,0,0,3,3.021728,6.041554,0.055048,2.95466,0.067068,8.86398,0.201203,9,6,3.720352,3.913642,135.723544,3,0,1443,14,1856644,1287,0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0
,英国,15004,,局域网,TCP,未知TCP应用,TCP,1981179,22.9303,792319,1188860,1757,0.0203,183.4425,73.3628,110.0796,801,956,2023/9/26 16:28,1.59E+11,3,3,4,0,3,1.289676,0.143052,0.68776,0.160054,1.129622,0.480162,3.388866,8,6,5.348596,5.924585,16.721453,3,0,736237,516,1121916,779,0,0,1,3,3,0,0,0,3,3,0,0,0,0,0,0,4
,英国,15005,,局域网,TCP,未知TCP应用,TCP,1948895,22.5566,573441,1375454,1776,0.0205,180.4532,53.0963,127.3568,723,1053,2023/9/26 16:28,1.1E+11,3,3,6,0,3,2.572072,0.159944,0.665334,0.161674,2.410398,0.485022,7.231195,8,6,10.257761,5.847864,24.058997,3,0,522831,368,1301720,904,0,0,1,3,3,0,0,0,3,3,0,0,0,0,0,0,6
,英国,15017,,局域网,TCP,未知TCP应用,TCP,1909688,22.1028,545155,1364533,1729,0.02,176.8229,50.4773,126.3456,687,1042,2023/9/26 16:29,65000000000,3,3,4,0,3,0.531618,0.129084,0.334815,0.142952,0.388666,0.428856,1.165998,8,6,6.40302,5.936568,15.13428,3,0,497053,351,1291569,897,0,0,1,3,3,0,0,0,3,3,0,0,0,0,0,0,4
,局域网,15015,,英国,TCP,未知TCP应用,TCP,1883284,21.7972,46617,1836667,1881,0.0217,174.3781,4.3163,170.0617,645,1236,2023/9/26 16:29,91000000000,3,3,0,0,3,1.943898,5.930513,0.058074,1.871175,0.072724,5.613524,0.218171,9,6,3.990446,4.377717,128.247002,3,0,1443,14,1750123,1215,0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0
,局域网,15003,,英国,TCP,未知TCP应用,TCP,1868674,21.6281,46547,1822127,1869,0.0216,173.0253,4.3099,168.7154,644,1225,2023/9/26 16:28,1.5E+11,3,3,0,0,3,1.313436,1.985304,0.063129,1.229006,0.08443,3.687019,0.253289,9,6,3.443929,3.227848,55.203834,3,0,1443,15,1736353,1205,0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0
,英国,15000,,局域网,TCP,未知TCP应用,TCP,1853448,21.4519,723739,1129709,1707,0.0197,171.6155,67.0128,104.6026,789,918,2023/9/26 16:29,52000000000,3,3,3,0,3,2.618654,0.141233,1.886793,0.209888,2.408767,0.629663,7.2263,8,6,15.198904,8.814029,18.816883,3,0,668491,469,1065425,740,0,0,1,3,3,0,0,0,3,3,0,0,0,0,0,0,3
,英国,51456,,局域网,UDP,未知UDP应用,UDP,1846900,21.3761,923450,923450,16790,0.1943,171.0092,85.5046,85.5046,8395,8395,2023/9/26 16:14,1.6242E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,-,,-,-,-,-,-,-,-,-,-,0,1,0,0,-,0,-,-,-
,英国,15019,,局域网,TCP,未知TCP应用,TCP,1816255,21.0214,33653,1782602,1647,0.019,168.1717,3.116,165.0557,455,1192,2023/9/26 16:28,1.27E+11,3,3,6,0,3,2.072682,0.147534,0.875935,0.235975,1.836707,0.707924,5.510121,9,6,7.271902,1.036341,29.2623,3,0,1797,9,1699138,1177,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,6
,局域网,15004,,英国,TCP,未知TCP应用,TCP,1813077,20.9846,46057,1767020,1824,0.0211,167.8775,4.2645,163.6129,637,1187,2023/9/26 16:28,1.21E+11,3,3,0,0,3,2.284942,9.194417,0.06867,2.218797,0.066145,6.65639,0.198436,9,6,3.687231,3.185823,76.155682,3,0,1443,14,1683906,1168,0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0
,局域网,15008,,英国,TCP,未知TCP应用,TCP,1804889,20.8899,47737,1757152,1844,0.0213,167.1193,4.42,162.6992,661,1183,2023/9/26 16:28,91000000000,3,3,0,0,3,2.128152,7.145096,0.070875,2.04555,0.082602,6.136649,0.247806,9,6,3.53278,3.64814,105.981411,3,0,1443,15,1674306,1162,0,0,4,3,3,0,0,0,3,3,0,0,0,0,0,0,0
,局域网,15011,,英国,TCP,未知TCP应用,TCP,1774535,20.5385,45007,1729528,1786,0.0206,164.3087,4.1673,160.1414,622,1164,2023/9/26 16:28,1.21E+11,3,3,0,0,3,2.356502,5.297444,0.06743,2.278754,0.077748,6.836263,0.233243,9,6,3.512721,4.833448,120.683266,3,0,1443,15,1648024,1143,0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0
,局域网,15020,,英国,TCP,未知TCP应用,TCP,1770044,20.4866,41597,1728447,1735,0.02,163.8929,3.8515,160.0413,574,1161,2023/9/26 16:28,61000000000,3,3,0,0,3,3.325488,8.62473,0.125939,3.252174,0.073314,9.756522,0.219941,9,6,3.709409,3.613782,133.008776,3,0,1393,12,1647141,1142,0,0,4,3,3,0,0,0,3,3,0,0,0,0,0,0,0
,英国,15017,,局域网,TCP,未知TCP应用,TCP,1751981,20.2775,1713441,38540,1667,0.0192,162.2204,158.6519,3.5685,1156,511,2023/9/26 16:29,66000000000,3,3,6,0,3,1.485318,0.075772,0.613533,0.102211,1.383107,0.306633,4.149322,8,8,13.550989,25.295988,0.643263,3,0,1632533,1139,2746,8,0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,6
,局域网,15017,,英国,TCP,未知TCP应用,TCP,1666327,19.2861,43607,1622720,1695,0.0196,154.2895,4.0376,150.2518,602,1093,2023/9/26 16:28,1.21E+11,3,3,0,0,3,3.327048,12.224621,0.059787,3.263449,0.063599,9.790347,0.190796,9,6,3.599352,4.01911,119.053827,3,0,1443,14,1546186,1073,0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0
,-,67,,-,UDP,DHCP,DHCP,1654038,19.1439,1654038,0,4210,0.0487,153.1516,153.1516,0,4210,0,2023/9/26 16:13,2.7954E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139,0,,-,,-,-,-,-,-,-,-,-,-,0,138,0,0.0015,-,0,-,-,-
,英国,15006,,局域网,TCP,未知TCP应用,TCP,1610274,18.6374,521744,1088530,1456,0.0168,149.0994,48.3096,100.7898,608,848,2023/9/26 16:29,31000000000,3,3,6,0,3,0.608642,0.140514,0.722241,0.09803,0.510612,0.294091,1.531835,8,6,7.744625,3.893701,14.324407,3,0,479184,338,1029146,716,0,0,1,3,3,0,0,0,3,3,0,0,0,0,0,0,6
,局域网,67,,-,UDP,DHCP,DHCP,1484340,17.1798,0,1484340,4290,0.0496,137.4388,0,137.4388,0,4290,2023/9/26 16:14,2.7934E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,1,,-,,-,-,-,-,-,-,-,-,-,0,19,0,0.0002,-,0,-,-,-
,局域网,53,,局域网,UDP,DNS,DNS,1447898,16.758,1447898,0,15514,0.1795,134.0646,134.0646,0,15514,0,2023/9/26 16:14,2.7956E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,647,2,,-,,-,-,-,-,-,-,-,-,-,0,644,0,0.0074,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1430287,16.5542,1430287,0,17015,0.1969,132.4339,132.4339,0,17015,0,2023/9/26 16:14,2.7957E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16988,1,,-,,-,-,-,-,-,-,-,-,-,0,16951,0,0.1961,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1430202,16.5532,1430202,0,17014,0.1969,132.4261,132.4261,0,17014,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16987,1,,-,,-,-,-,-,-,-,-,-,-,0,16951,0,0.1961,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1429870,16.5494,1429870,0,17010,0.1968,132.3953,132.3953,0,17010,0,2023/9/26 16:13,2.7977E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16990,1,,-,,-,-,-,-,-,-,-,-,-,0,16953,0,0.1962,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1429700,16.5474,1429700,0,17008,0.1968,132.3796,132.3796,0,17008,0,2023/9/26 16:13,2.7978E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16987,1,,-,,-,-,-,-,-,-,-,-,-,0,16950,0,0.1961,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1429620,16.5465,1429620,0,17007,0.1968,132.3722,132.3722,0,17007,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16987,1,,-,,-,-,-,-,-,-,-,-,-,0,16951,0,0.1961,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1429540,16.5456,1429540,0,17006,0.1968,132.3648,132.3648,0,17006,0,2023/9/26 16:14,2.7958E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16992,1,,-,,-,-,-,-,-,-,-,-,-,0,16955,0,0.1962,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1429535,16.5455,1429535,0,17006,0.1968,132.3643,132.3643,0,17006,0,2023/9/26 16:14,2.7959E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16978,1,,-,,-,-,-,-,-,-,-,-,-,0,16942,0,0.196,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1429365,16.5435,1429365,0,17004,0.1968,132.3486,132.3486,0,17004,0,2023/9/26 16:14,2.7959E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16980,1,,-,,-,-,-,-,-,-,-,-,-,0,16943,0,0.196,-,0,-,-,-
,局域网,60000,,英国,UDP,未知UDP应用,UDP,1322420,15.3057,661210,661210,12022,0.1391,122.4462,61.2231,61.2231,6011,6011,2023/9/26 20:46,1.1632E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,,-,,-,-,-,-,-,-,-,-,-,0,0,0,0,-,0,-,-,-
,局域网,6800,,英国,TCP,未知TCP应用,TCP,1293254,14.9682,699546,593708,18212,0.2107,119.7457,64.7727,54.9729,9106,9106,2023/9/26 16:14,2.7958E+13,1,1,1,0,1,55.730912,259.932879,0.076526,55.654318,0.076594,55.654318,0.076594,777,776,2335823.923,30016.38877,27.865456,2,1,166684,8326,15568,777,2,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1
,局域网,53,,局域网,UDP,DNS,DNS,1282836,14.8476,1282836,0,15581,0.1803,118.7811,118.7811,0,15581,0,2023/9/26 16:14,2.7959E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,653,2,,-,,-,-,-,-,-,-,-,-,-,0,647,0,0.0074,-,0,-,-,-
,英国,15018,,局域网,TCP,未知TCP应用,TCP,1272557,14.7286,1245740,26817,1201,0.0139,117.8293,115.3462,2.483,839,362,2023/9/26 16:29,34000000000,2,2,5,0,2,1.175645,0.07762,0.823006,0.08961,1.086035,0.179221,2.17207,5,5,31.017722,69.417479,0.654032,2,0,1187024,827,1461,5,0,0,2,3,2,0,0,0,2,2,0,0,0,0,0,0,5
,局域网,6800,,英国,TCP,未知TCP应用,TCP,1259166,14.5736,678968,580198,17729,0.2051,116.5894,62.8674,53.722,8849,8880,2023/9/26 16:14,2.7875E+13,1,1,0,0,1,30.109941,0,0.05159,29.989159,0.120782,29.989159,0.120782,816,816,2447722.491,27275.00106,18.775073,3,1,160824,8033,16408,819,0,27,0,0,1,0,0,0,1,2,0,0,27,0,0,0,0
,局域网,37810,,-,UDP,未知UDP应用,UDP,1234152,14.2841,0,1234152,1464,0.0169,114.2733,0,114.2733,0,1464,2023/9/26 16:15,2.7836E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244,1,,-,,-,-,-,-,-,-,-,-,-,0,243,0,0.0028,-,0,-,-,-
,英国,15003,,局域网,TCP,未知TCP应用,TCP,1189437,13.7666,1168769,20668,1073,0.0124,110.133,108.2193,1.9137,783,290,2023/9/26 16:28,1.25E+11,2,2,4,0,2,0.613049,0.132713,0.754347,0.208561,0.404488,0.417121,0.808977,4,4,9.051448,33.570784,0.306524,2,0,1113967,773,352,4,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,4
,局域网,5353,,-,UDP,未知UDP应用,UDP,1165904,13.4942,0,1165904,4874,0.0564,107.954,0,107.954,0,4874,2023/9/26 16:15,2.7842E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244,1,,-,,-,-,-,-,-,-,-,-,-,0,243,0,0.0028,-,0,-,-,-
,局域网,15005,,英国,TCP,未知TCP应用,TCP,1151267,13.3248,28088,1123179,1145,0.0132,106.5987,2.6007,103.998,388,757,2023/9/26 16:29,31000000000,2,2,0,0,2,1.597328,11.911831,0.053723,1.527411,0.069917,3.054823,0.139834,6,4,2.107333,1.874391,66.427505,2,0,912,9,1070161,742,0,0,3,2,2,0,0,0,2,2,0,0,0,0,0,0,0
,英国,15001,,局域网,TCP,未知TCP应用,TCP,1142951,13.2285,593918,549033,1028,0.0118,105.8287,54.9924,50.8363,531,497,2023/9/26 16:28,1.29E+11,2,2,4,0,2,1.403915,0.111102,1.653922,0.062441,1.341474,0.124881,2.682948,5,4,10.029378,8.078019,12.674698,2,0,556750,389,514227,358,0,0,1,2,2,0,0,0,2,2,0,0,0,0,0,0,4
,局域网,37810,,-,UDP,未知UDP应用,UDP,1127232,13.0466,0,1127232,1368,0.0158,104.3733,0,104.3733,0,1368,2023/9/26 18:00,2.1507E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,228,1,,-,,-,-,-,-,-,-,-,-,-,0,227,0,0.0026,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102454,12.7598,1102454,0,13122,0.1518,102.079,102.079,0,13122,0,2023/9/26 16:14,2.7959E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13111,1,,-,,-,-,-,-,-,-,-,-,-,0,13082,0,0.1514,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102374,12.7589,1102374,0,13121,0.1518,102.0716,102.0716,0,13121,0,2023/9/26 16:14,2.7956E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13104,1,,-,,-,-,-,-,-,-,-,-,-,0,13073,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102374,12.7589,1102374,0,13121,0.1518,102.0716,102.0716,0,13121,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13114,1,,-,,-,-,-,-,-,-,-,-,-,0,13087,0,0.1514,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102374,12.7589,1102374,0,13121,0.1518,102.0716,102.0716,0,13121,0,2023/9/26 16:14,2.7958E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13112,2,,-,,-,-,-,-,-,-,-,-,-,0,13083,0,0.1514,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102374,12.7589,1102374,0,13121,0.1518,102.0716,102.0716,0,13121,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13114,1,,-,,-,-,-,-,-,-,-,-,-,0,13088,0,0.1514,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102370,12.7589,1102370,0,13121,0.1518,102.0712,102.0712,0,13121,0,2023/9/26 16:13,2.7972E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13109,1,,-,,-,-,-,-,-,-,-,-,-,0,13079,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102215,12.7571,1102215,0,13119,0.1518,102.0569,102.0569,0,13119,0,2023/9/26 16:13,2.7978E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13106,2,,-,,-,-,-,-,-,-,-,-,-,0,13079,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102125,12.756,1102125,0,13118,0.1518,102.0486,102.0486,0,13118,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13105,1,,-,,-,-,-,-,-,-,-,-,-,0,13078,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102125,12.756,1102125,0,13118,0.1518,102.0486,102.0486,0,13118,0,2023/9/26 16:13,2.7975E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13117,1,,-,,-,-,-,-,-,-,-,-,-,0,13089,0,0.1514,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102045,12.7551,1102045,0,13117,0.1518,102.0412,102.0412,0,13117,0,2023/9/26 16:13,2.7978E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13107,2,,-,,-,-,-,-,-,-,-,-,-,0,13081,0,0.1514,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102040,12.755,1102040,0,13117,0.1518,102.0407,102.0407,0,13117,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13104,1,,-,,-,-,-,-,-,-,-,-,-,0,13075,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1102035,12.755,1102035,0,13117,0.1518,102.0402,102.0402,0,13117,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13102,1,,-,,-,-,-,-,-,-,-,-,-,0,13073,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101959,12.7541,1101959,0,13116,0.1518,102.0332,102.0332,0,13116,0,2023/9/26 16:14,2.7954E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13103,0,,-,,-,-,-,-,-,-,-,-,-,0,13076,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101955,12.7541,1101955,0,13116,0.1518,102.0328,102.0328,0,13116,0,2023/9/26 16:14,2.7954E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13109,2,,-,,-,-,-,-,-,-,-,-,-,0,13078,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101955,12.7541,1101955,0,13116,0.1518,102.0328,102.0328,0,13116,0,2023/9/26 16:14,2.7959E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13102,1,,-,,-,-,-,-,-,-,-,-,-,0,13074,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101950,12.754,1101950,0,13116,0.1518,102.0324,102.0324,0,13116,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13108,3,,-,,-,-,-,-,-,-,-,-,-,0,13080,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101950,12.754,1101950,0,13116,0.1518,102.0324,102.0324,0,13116,0,2023/9/26 16:14,2.7957E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13106,3,,-,,-,-,-,-,-,-,-,-,-,0,13076,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101950,12.754,1101950,0,13116,0.1518,102.0324,102.0324,0,13116,0,2023/9/26 16:14,2.7958E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13109,2,,-,,-,-,-,-,-,-,-,-,-,0,13080,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101950,12.754,1101950,0,13116,0.1518,102.0324,102.0324,0,13116,0,2023/9/26 16:13,2.7979E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13109,1,,-,,-,-,-,-,-,-,-,-,-,0,13083,0,0.1514,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101870,12.7531,1101870,0,13115,0.1517,102.025,102.025,0,13115,0,2023/9/26 16:14,2.7956E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13101,2,,-,,-,-,-,-,-,-,-,-,-,0,13071,0,0.1512,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101870,12.7531,1101870,0,13115,0.1517,102.025,102.025,0,13115,0,2023/9/26 16:14,2.7955E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13104,2,,-,,-,-,-,-,-,-,-,-,-,0,13073,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101870,12.7531,1101870,0,13115,0.1517,102.025,102.025,0,13115,0,2023/9/26 16:14,2.7957E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13106,1,,-,,-,-,-,-,-,-,-,-,-,0,13078,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101785,12.7521,1101785,0,13114,0.1517,102.0171,102.0171,0,13114,0,2023/9/26 16:14,2.7956E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13096,2,,-,,-,-,-,-,-,-,-,-,-,0,13069,0,0.1512,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101785,12.7521,1101785,0,13114,0.1517,102.0171,102.0171,0,13114,0,2023/9/26 16:14,2.7954E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13099,0,,-,,-,-,-,-,-,-,-,-,-,0,13073,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101785,12.7521,1101785,0,13114,0.1517,102.0171,102.0171,0,13114,0,2023/9/26 16:14,2.7958E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13105,0,,-,,-,-,-,-,-,-,-,-,-,0,13080,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101785,12.7521,1101785,0,13114,0.1517,102.0171,102.0171,0,13114,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13101,1,,-,,-,-,-,-,-,-,-,-,-,0,13074,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101785,12.7521,1101785,0,13114,0.1517,102.0171,102.0171,0,13114,0,2023/9/26 16:14,2.7957E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13101,3,,-,,-,-,-,-,-,-,-,-,-,0,13071,0,0.1512,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101705,12.7512,1101705,0,13113,0.1517,102.0097,102.0097,0,13113,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13105,1,,-,,-,-,-,-,-,-,-,-,-,0,13078,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101705,12.7512,1101705,0,13113,0.1517,102.0097,102.0097,0,13113,0,2023/9/26 16:14,2.796E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13104,1,,-,,-,-,-,-,-,-,-,-,-,0,13077,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101700,12.7511,1101700,0,13113,0.1517,102.0092,102.0092,0,13113,0,2023/9/26 16:14,2.7953E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13099,2,,-,,-,-,-,-,-,-,-,-,-,0,13071,0,0.1512,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101700,12.7511,1101700,0,13113,0.1517,102.0092,102.0092,0,13113,0,2023/9/26 16:14,2.7954E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13102,0,,-,,-,-,-,-,-,-,-,-,-,0,13076,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101700,12.7511,1101700,0,13113,0.1517,102.0092,102.0092,0,13113,0,2023/9/26 16:14,2.7954E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13102,0,,-,,-,-,-,-,-,-,-,-,-,0,13076,0,0.1513,-,0,-,-,-
,"中国,浙江,杭州,,阿里云",53,,局域网,UDP,DNS,DNS,1101700,12.7511,1101700,0,13113,0.1517,102.0092,102.0092,0,13113,0,2023/9/26 16:13,2.797E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13108,2,,-,,-,-,-,-,-,-,-,-,-,0,13078,0,0.1513,-,0,-,-,-
