服务器,服务器地理位置,服务器端口,客户端,客户端地理位置,TCP/UDP,应用,协议,总字节数,每秒字节数,客户端字节数,服务器字节数,总数据包,每秒数据包数,比特率,客户端比特率,服务器比特率,客户端数据包数,服务器数据包数,会话开始时间,会话持续时间,TCP同步包,TCP同步确认包,客户端TCP重置包,服务器TCP重置包,三次握手次数,三次握手平均时间,客户端平均ACK时延,服务器平均ACK时延,三次握手平均客户端RTT,三次握手平均服务器RTT,客户端三次握手总时延,服务器三次握手总时延,TCP交易请求次数,TCP交易响应次数,服务器总响应时间,客户端请求平均传输时间,服务器响应平均传输时间,会话总数,活动会话数,客户端字节数（有效载荷）,客户端数据包数（有效载荷）,服务器字节数（有效载荷）,服务器数据包数（有效载荷）,客户端TCP重传包,服务器TCP重传包,客户端TCP结束包,服务器TCP结束包,TCP三次握手客户端确认包,TCP乱序包数,客户端TCP乱序包数,服务器TCP乱序包数,创建会话数,关闭会话数,每秒创建会话数,每秒关闭会话数,TCP重传包,每秒活动会话数,连接建立无响应次数,连接无响应率,TCP重置包
,英国,5541,,局域网,TCP,未知TCP应用,TCP,20855774695,241386.2811,163159215,20692615480,16658897,192.8113,1931090.25,15107.3347,1915982.915,2285812,14373085,2023/9/26 16:13,2.7977E+13,10,10,0,8,10,48.562033,4.213499,53.303005,4.528232,44.033801,45.282324,440.338006,2818,2816,58880.27786,40.489197,19805.63908,12,2,865776,2820,19681569378,14368278,16,18350,10,0,10,3,0,3,10,10,0.0001,0.0001,18366,0,0,0,8
,局域网,37771,,英国,TCP,未知TCP应用,TCP,9507946436,110045.6763,174772193,9333174243,9346162,108.1731,880365.4107,16182.6104,864182.8002,2723836,6622326,2023/9/26 16:14,2.7944E+13,63,63,150,1,63,5.907328,2.535325,7.731264,2.025609,3.881719,127.61335,244.5483,6715,6715,57146.47259,280.624188,3616.561167,65,1,487205,7818,8948795740,6620063,2,550,0,8,63,0,0,0,63,64,0.0007,0.0007,552,0,0,0,151
,英国,5542,,局域网,TCP,未知TCP应用,TCP,7497481481,86776.406,144375213,7353106268,7086695,82.0219,694211.2482,13368.0752,680843.1729,1979735,5106960,2023/9/26 16:15,2.7894E+13,5,5,0,0,5,99.796877,8.303897,71.182186,3.266331,96.530546,16.331655,482.652732,12,10,742.59235,39.545965,3999814.889,7,2,1439,12,6993262648,5105198,0,83876,5,5,5,4,0,4,5,5,0,0,83876,0,0,0,0
,局域网,37773,,英国,TCP,未知TCP应用,TCP,3915899532,45322.9112,84571522,3831328010,4380063,50.6951,362583.29,7830.6964,354752.5935,1318647,3061416,2023/9/26 16:13,2.7967E+13,12,12,22,0,12,6.289716,2.608364,6.03347,2.190342,4.099375,26.284098,49.192499,4500,4500,32714.05349,2.149767,2943.759592,18,1,202712,4503,3653706967,3061291,1,81,0,9,12,0,0,0,12,17,0.0001,0.0001,82,0,0,0,22
,局域网,37772,,英国,TCP,未知TCP应用,TCP,386024922,4467.881,7014028,379010894,366015,4.2362,35743.0483,649.447,35093.6012,106780,259235,2023/9/26 16:14,2.7951E+13,19,19,61,0,19,7.956863,2.760277,11.837386,3.005662,4.951201,57.107586,94.07281,3431,3431,24803.93678,7.643124,136.725795,21,1,200400,3436,363970201,259127,0,35,0,9,19,0,0,0,19,20,0.0002,0.0002,35,0,0,0,61
,局域网,37771,,美国,TCP,未知TCP应用,TCP,133781663,1548.3988,4696368,129085295,152743,1.7678,12387.191,434.8488,11952.3421,51084,101659,2023/9/26 16:14,2.7959E+13,464,464,1212,213,464,19.297237,16.115616,14.350783,15.173519,4.123718,7040.512746,1913.405103,8869,8867,248662.4121,9.030638,48.136169,465,1,1121264,10578,121951681,96659,0,11,0,6,464,0,0,0,464,464,0.0053,0.0053,11,0,0,0,1425
,英国,19090,,局域网,TCP,WEB,HTTP,128553640,1487.8893,63486192,65067448,104208,1.2061,11903.1148,5878.3511,6024.7637,47963,56245,2023/9/26 16:28,5.14E+11,3,3,0,0,3,0.507719,0.345544,1.091838,0.074956,0.432763,0.224867,1.298289,193,193,10084.11981,38.39776,46.556123,3,0,60041030,41611,61128190,42493,60,50,3,3,3,0,0,0,3,3,0,0,110,0,0,0,0
,局域网,19090,,局域网,TCP,WEB,HTTP,128542924,1487.7653,63400764,65142160,104202,1.206,11902.1225,5870.4411,6031.6814,47901,56301,2023/9/26 16:28,5.14E+11,3,3,0,0,3,0.393823,13.09349,0.119487,0.304268,0.089555,0.912804,0.268666,193,193,9202.480425,41.312031,43.602943,3,0,60041030,41611,61128190,42493,60,50,3,3,3,0,0,0,3,3,0,0,110,0,0,0,0
,局域网,10012,,英国,TCP,未知TCP应用,TCP,20923226,242.1669,12374449,8548777,164997,1.9096,1937.3357,1145.7823,791.5534,109929,55068,2023/9/26 16:14,2.796E+13,5,5,0,10,5,8.545076,16.293284,0.075853,8.465747,0.079329,42.328736,0.396644,54981,54976,18110.4758,1.932764,2.10245,13,2,4679379,54988,4694037,55019,0,0,5,5,5,0,0,0,5,5,0,0,0,0,0,0,10
,局域网,15020,,局域网,TCP,未知TCP应用,TCP,8836024,102.2687,6302521,2533503,8113,0.0939,818.1503,583.5667,234.5836,4813,3300,2023/9/26 16:28,1.38E+11,15,15,27,0,15,0.780625,1.527992,0.133173,0.703181,0.077443,10.54772,1.161652,38,34,14.786705,16.562929,6.23922,15,0,5965629,4163,2302383,1617,0,0,11,15,15,0,0,0,15,15,0.0001,0.0001,0,0,0,0,27
,英国,1884,,局域网,TCP,未知TCP应用,TCP,8251830,95.5072,6588976,1662854,51753,0.5989,764.0583,610.0903,153.9679,25771,25982,2023/9/26 16:14,2.7931E+13,1,1,0,0,1,1.818102,0,0,0.201884,1.616218,0.201884,1.616218,2550,2549,3696.660515,8848.203587,0.909051,1,1,5070106,23445,5103,2549,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
,局域网,15008,,局域网,TCP,未知TCP应用,TCP,7514669,86.9753,5128260,2386409,6868,0.0794,695.8026,474.8388,220.9637,3983,2885,2023/9/26 16:28,1.98E+11,12,12,24,0,12,0.870347,1.114594,0.142952,0.788119,0.082228,9.457434,0.986731,30,26,9.883901,17.489072,6.406799,12,0,4849474,3382,2184363,1529,0,0,8,12,12,0,0,0,12,12,0.0001,0.0001,0,0,0,0,24
,局域网,15004,,局域网,TCP,未知TCP应用,TCP,7252895,83.9455,5946746,1306149,6780,0.0784,671.5643,550.6246,120.9397,4283,2497,2023/9/26 16:28,1.88E+11,12,12,22,0,12,0.628013,0.98338,0.131555,0.555574,0.072439,6.666892,0.869269,33,31,14.11831,19.158977,3.319053,12,0,5646960,3946,1131263,804,0,0,10,12,12,0,0,0,12,12,0.0001,0.0001,0,0,0,0,22
,局域网,15007,,局域网,TCP,未知TCP应用,TCP,7189606,83.213,4663465,2526141,6601,0.0764,665.7042,431.8023,233.9019,3701,2900,2023/9/26 16:28,1.71E+11,12,12,23,0,12,1.176748,1.425328,0.134204,1.081055,0.095692,12.972664,1.148307,31,27,12.104835,15.7763,6.855227,12,0,4404413,3076,2322829,1625,2,0,8,12,12,0,0,0,12,12,0.0001,0.0001,2,0,0,0,23
,局域网,15012,,局域网,TCP,未知TCP应用,TCP,7117886,82.3829,5950320,1167566,6568,0.076,659.0635,550.9555,108.1079,4257,2311,2023/9/26 16:28,1.5E+11,12,12,22,0,12,0.471488,0.778971,0.130967,0.391544,0.079944,4.698526,0.959333,29,27,11.35149,20.785858,3.666918,12,0,5652354,3937,1005700,717,0,0,10,12,12,0,0,0,12,12,0.0001,0.0001,0,0,0,0,22
,局域网,15016,,局域网,TCP,未知TCP应用,TCP,6796045,78.6579,4883454,1912591,6425,0.0743,629.2634,452.1716,177.0917,3736,2689,2023/9/26 16:28,1.52E+11,11,11,21,0,11,1.01921,1.569853,0.135016,0.94914,0.070069,10.440541,0.770764,31,28,15.190576,23.087022,5.5225,11,0,4621954,3233,1724273,1211,0,0,8,11,11,0,0,0,11,11,0.0001,0.0001,0,0,0,0,21
,局域网,15015,,局域网,TCP,未知TCP应用,TCP,6583024,76.1924,6448884,134140,6160,0.0712,609.5392,597.1188,12.4203,4336,1824,2023/9/26 16:28,1.53E+11,11,11,22,0,11,0.85166,1.321555,0.132548,0.770017,0.081644,8.470183,0.898082,26,26,11.896657,27.247587,0.435045,11,0,6145408,4277,6372,26,0,0,11,11,11,0,0,0,11,11,0.0001,0.0001,0,0,0,0,22
,局域网,15003,,局域网,TCP,未知TCP应用,TCP,6113439,70.7573,5980684,132755,5813,0.0672,566.0591,553.767,12.2921,4022,1791,2023/9/26 16:28,1.59E+11,10,10,20,0,10,0.502201,0.48468,0.133875,0.423874,0.078327,4.23874,0.783267,25,25,11.666036,33.183833,0.250558,10,0,5699184,3967,7305,25,0,0,10,10,10,0,0,0,10,10,0.0001,0.0001,0,0,0,0,20
,局域网,15001,,局域网,TCP,未知TCP应用,TCP,6106253,70.6742,5447874,658379,5747,0.0665,565.3937,504.4327,60.961,3804,1943,2023/9/26 16:28,1.61E+11,10,10,20,0,10,1.38629,1.307666,0.139057,1.310448,0.075841,13.104484,0.758411,27,26,12.123332,25.597528,2.476085,10,0,5181628,3616,522289,380,0,0,9,10,10,0,0,0,10,10,0.0001,0.0001,0,0,0,0,20
,局域网,15013,,局域网,TCP,未知TCP应用,TCP,5535303,64.066,4912971,622332,5161,0.0597,512.528,454.9047,57.6233,3434,1727,2023/9/26 16:28,1.57E+11,9,9,16,0,9,0.719786,1.059644,0.141656,0.641149,0.078638,5.77034,0.707738,24,23,11.084944,24.11846,1.945989,9,0,4672609,3259,501370,364,0,0,8,9,9,0,0,0,9,9,0.0001,0.0001,0,0,0,0,16
,英国,15004,,局域网,TCP,未知TCP应用,TCP,5271716,61.0152,5154427,117289,5023,0.0581,488.1218,477.2617,10.86,3482,1541,2023/9/26 16:28,1.84E+11,9,9,18,0,9,0.682774,0.131626,0.669566,0.098417,0.584356,0.885755,5.259208,25,25,42.975988,23.093057,0.347007,9,0,4910723,3430,9347,25,0,0,9,9,9,0,0,0,9,9,0.0001,0.0001,0,0,0,0,18
,局域网,15009,,局域网,TCP,未知TCP应用,TCP,5269070,60.9846,3904420,1364650,4851,0.0561,487.8768,361.5203,126.3564,2923,1928,2023/9/26 16:28,1.47E+11,9,9,18,0,9,0.645087,1.098746,0.130645,0.575882,0.069205,5.182938,0.622847,22,20,8.694627,19.514209,4.789791,9,0,3699834,2581,1229618,865,0,0,7,9,9,0,0,0,9,9,0.0001,0.0001,0,0,0,0,18
,局域网,15019,,局域网,TCP,未知TCP应用,TCP,5252775,60.796,3391004,1861771,4953,0.0573,486.368,313.9818,172.3862,2725,2228,2023/9/26 16:28,1.43E+11,9,9,18,0,9,0.896239,2.00335,0.140277,0.817008,0.079231,7.353075,0.713078,26,23,11.339283,16.935427,7.418856,9,0,3200272,2244,1705739,1194,0,0,6,9,9,0,0,0,9,9,0.0001,0.0001,0,0,0,0,18
,英国,15020,,局域网,TCP,未知TCP应用,TCP,5251820,60.7849,5147308,104512,4871,0.0563,486.2796,476.6025,9.677,3465,1406,2023/9/26 16:28,1.25E+11,9,9,18,0,9,1.147007,0.084208,0.962835,0.097572,1.049435,0.878144,9.444916,22,22,58.164008,23.489887,0.615839,9,0,4904794,3416,6020,22,0,0,9,9,9,0,0,0,9,9,0.0001,0.0001,0,0,0,0,18
,局域网,15010,,局域网,TCP,未知TCP应用,TCP,5021986,58.1248,4415457,606529,4706,0.0544,464.9987,408.8386,56.16,3093,1613,2023/9/26 16:28,1.86E+11,8,8,15,0,8,1.276429,1.028596,0.137557,1.19738,0.079049,9.579041,0.632389,20,19,8.600686,25.98337,2.441249,8,0,4198967,2926,493555,356,0,0,7,8,8,0,0,0,8,8,0,0,0,0,0,0,15
,英国,15001,,局域网,TCP,未知TCP应用,TCP,4963302,57.4456,4853956,109346,4719,0.0546,459.565,449.4403,10.1246,3273,1446,2023/9/26 16:28,1.46E+11,8,8,16,0,8,1.471002,0.076998,0.99567,0.099137,1.371865,0.793095,10.974921,22,22,38.413204,29.360508,0.754988,8,0,4624878,3227,8062,22,0,0,8,8,8,0,0,0,8,8,0,0,0,0,0,0,16
,英国,15003,,局域网,TCP,未知TCP应用,TCP,4924002,56.9907,4811915,112087,4740,0.0548,455.9261,445.5476,10.3784,3239,1501,2023/9/26 16:28,1.56E+11,8,8,16,0,8,0.719806,0.077941,1.070559,0.094991,0.624814,0.759931,4.998515,21,21,52.166196,32.469297,0.362575,8,0,4585217,3194,6953,21,0,0,8,8,8,0,0,0,8,8,0,0,0,0,0,0,16
,英国,15008,,局域网,TCP,未知TCP应用,TCP,4808541,55.6544,2475346,2333195,4368,0.0505,445.2352,229.1987,216.0365,2201,2167,2023/9/26 16:28,1.98E+11,8,8,16,0,8,0.987044,0.147022,1.897227,0.15728,0.829764,1.25824,6.638112,20,16,29.940263,13.529256,10.567436,8,0,2321284,1622,2181441,1519,0,0,4,8,8,0,0,0,8,8,0,0,0,0,0,0,16
,局域网,15000,,局域网,TCP,未知TCP应用,TCP,4670227,54.0535,3482124,1188103,4349,0.0503,432.4284,322.4188,110.0095,2639,1710,2023/9/26 16:28,1.58E+11,7,7,11,0,7,1.389154,1.718455,0.132637,1.315543,0.073612,9.208799,0.515282,18,16,6.994761,20.981364,7.026331,7,0,3297392,2297,1068347,750,0,0,5,7,7,0,0,0,7,7,0,0,0,0,0,0,11
,英国,15010,,局域网,TCP,未知TCP应用,TCP,4499055,52.0723,4405610,93445,4230,0.0489,416.5791,407.9268,8.6523,2961,1269,2023/9/26 16:28,1.86E+11,7,7,14,0,7,1.38206,0.080695,0.800484,0.092144,1.289916,0.645008,9.029411,17,17,43.943565,29.560318,0.793382,7,0,4198368,2923,4559,17,0,0,7,7,7,0,0,0,7,7,0,0,0,0,0,0,14
,局域网,15005,,局域网,TCP,未知TCP应用,TCP,4286639,49.6138,2857293,1429346,4016,0.0464,396.911,264.5641,132.3468,2267,1749,2023/9/26 16:28,1.12E+11,7,7,14,0,7,1.472775,1.851252,0.142844,1.383908,0.088866,9.687359,0.622065,20,18,8.806324,18.713169,8.018596,7,0,2698619,1888,1306860,916,0,0,5,7,7,0,0,0,7,7,0,0,0,0,0,0,14
,英国,15007,,局域网,TCP,未知TCP应用,TCP,4175488,48.3274,1715410,2460078,3735,0.0432,386.6192,158.8342,227.785,1715,2020,2023/9/26 16:28,1.71E+11,7,7,13,0,7,1.393399,0.144204,1.146872,0.222164,1.171235,1.55515,8.198644,18,14,23.000883,6.61034,13.060446,7,0,1595358,1118,2318622,1612,0,0,3,7,7,0,0,0,7,7,0,0,0,0,0,0,13
,局域网,15018,,局域网,TCP,未知TCP应用,TCP,4023749,46.5711,2936386,1087363,3666,0.0424,372.5693,271.8875,100.6817,2225,1441,2023/9/26 16:28,1.14E+11,7,7,15,0,7,0.849619,1.106142,0.132187,0.769853,0.079766,5.388974,0.558362,17,15,6.077117,27.390671,6.167029,7,0,2780658,1939,986437,693,0,0,5,8,7,0,0,0,7,7,0,0,0,0,0,0,15
,英国,15015,,局域网,TCP,未知TCP应用,TCP,3963970,45.8792,3873826,90144,3819,0.0442,367.0342,358.6875,8.3466,2613,1206,2023/9/26 16:28,1.26E+11,7,7,14,0,7,0.919197,0.131099,1.433941,0.107323,0.811874,0.75126,5.683121,18,18,44.60113,29.312045,0.488388,7,0,3690944,2574,5668,18,0,0,7,7,7,0,0,0,7,7,0,0,0,0,0,0,14
,局域网,9000,,英国,TCP,未知TCP应用,TCP,3944510,45.654,1467618,2476892,41208,0.4769,365.2324,135.8905,229.3418,21517,19691,2023/9/26 16:14,2.7957E+13,75,75,74,0,75,1.701318,212.328041,0,1.468939,0.232379,110.170428,17.428389,3787,3782,1769854.644,13.931821,5467.895562,75,1,112844,3795,1329156,18854,0,1,0,0,75,0,0,0,75,74,0.0008,0.0008,1,0,0,0,74
,局域网,15002,,局域网,TCP,未知TCP应用,TCP,3884555,44.9601,3800560,83995,3694,0.0427,359.681,351.9037,7.7773,2560,1134,2023/9/26 16:28,2E+11,7,7,14,0,7,0.442628,2.519007,0.131538,0.367333,0.075295,2.571334,0.527062,17,17,8.289233,26.161999,0.218266,7,0,3621388,2522,4559,17,0,0,7,7,7,0,0,0,7,7,0,0,0,0,0,0,14
,英国,15012,,局域网,TCP,未知TCP应用,TCP,3786144,43.8211,3706533,79611,3567,0.0412,350.5688,343.1975,7.3713,2493,1074,2023/9/26 16:28,1.24E+11,6,6,12,0,6,0.618446,0.080513,0.613747,0.09684,0.521606,0.581039,3.129639,15,15,27.902879,30.447257,0.31142,6,0,3532047,2460,4383,15,0,0,6,6,6,0,0,0,6,6,0,0,0,0,0,0,12
,局域网,15017,,局域网,TCP,未知TCP应用,TCP,3661669,42.3804,2258596,1403073,3396,0.0393,339.0434,209.1292,129.9141,1843,1553,2023/9/26 16:29,70000000000,6,6,10,0,6,0.770808,0.54744,0.136565,0.701403,0.069405,4.208416,0.416432,16,14,6.229235,15.579425,6.401818,6,0,2129586,1490,1294315,905,0,0,4,6,6,0,0,0,6,6,0,0,0,0,0,0,10
,英国,15020,,局域网,TCP,未知TCP应用,TCP,3584204,41.4838,1155213,2428991,3242,0.0375,331.8707,106.9641,224.9065,1348,1894,2023/9/26 16:29,83000000000,6,6,9,0,6,0.618195,0.151633,0.833794,0.113025,0.50517,0.678147,3.031022,16,12,16.235845,6.532052,17.196612,6,0,1060835,747,2296363,1595,0,0,2,6,6,0,0,0,6,6,0,0,0,0,0,0,9
,英国,15016,,局域网,TCP,未知TCP应用,TCP,3562983,41.2382,3473045,89938,3524,0.0407,329.9058,321.5782,8.3275,2350,1174,2023/9/26 16:28,92000000000,6,6,12,0,6,0.922325,0.082454,0.92902,0.087389,0.834936,0.524333,5.009618,18,18,47.153136,34.036709,0.461162,6,0,3308569,2314,7710,18,0,0,6,6,6,0,0,0,6,6,0,0,0,0,0,0,12
,英国,15019,,局域网,TCP,未知TCP应用,TCP,3436520,39.7745,3357351,79169,3306,0.0382,318.1962,310.8658,7.3304,2270,1036,2023/9/26 16:28,1.29E+11,6,6,12,0,6,0.558211,0.078468,0.666069,0.097009,0.461201,0.582055,2.767209,17,17,29.898628,25.35588,0.278695,6,0,3198475,2235,6601,17,0,0,6,6,6,0,0,0,6,6,0,0,0,0,0,0,12
,英国,15002,,局域网,TCP,未知TCP应用,TCP,3340575,38.664,3266844,73731,3192,0.0369,309.3125,302.4855,6.8269,2202,990,2023/9/26 16:28,1.54E+11,6,6,12,0,6,0.577708,0.105747,1.635738,0.090863,0.486845,0.545179,2.92107,15,15,45.639321,26.543424,0.285297,6,0,3112728,2169,4383,15,0,0,6,6,6,0,0,0,6,6,0,0,0,0,0,0,12
,英国,15012,,局域网,TCP,未知TCP应用,TCP,3331742,38.5618,2243787,1087955,3001,0.0347,308.4946,207.758,100.7365,1764,1237,2023/9/26 16:28,1.38E+11,6,6,10,0,6,0.50964,0.164952,0.803403,0.097688,0.411952,0.586129,2.471711,14,12,16.094361,9.508532,8.18378,6,0,2120307,1477,1001317,702,0,0,4,6,6,0,0,0,6,6,0,0,0,0,0,0,10
,英国,15013,,局域网,TCP,未知TCP应用,TCP,3237522,37.4713,3162667,74855,3111,0.036,299.7705,292.8395,6.931,2134,977,2023/9/26 16:28,1.57E+11,5,5,10,0,5,0.551195,0.078937,1.442704,0.091738,0.459457,0.458692,2.297285,15,15,31.001992,30.444377,0.275597,5,0,3013307,2104,6425,15,0,0,5,5,5,0,0,0,5,5,0,0,0,0,0,0,10
,英国,15016,,局域网,TCP,未知TCP应用,TCP,3233062,37.4196,1410409,1822653,2901,0.0335,299.3575,130.5934,168.7641,1386,1515,2023/9/26 16:28,1.11E+11,5,5,9,0,5,1.306546,0.157711,0.938304,0.212288,1.094258,1.061438,5.471292,13,10,17.039256,7.0668,15.2351,5,0,1313385,919,1716563,1193,0,0,2,5,5,0,0,0,5,5,0,0,0,0,0,0,9
,局域网,15014,,局域网,TCP,未知TCP应用,TCP,3186279,36.8782,2621527,564752,3039,0.0351,295.0258,242.7339,52.2918,1894,1145,2023/9/26 16:29,1.04E+11,6,6,11,0,6,0.389813,0.936598,0.133405,0.334081,0.055731,2.004489,0.334387,17,16,7.530142,17.179309,2.042738,6,0,2488959,1741,484554,346,0,0,5,6,6,0,0,0,6,6,0,0,0,0,0,0,11
,局域网,15011,,局域网,TCP,未知TCP应用,TCP,3113559,36.0365,3045542,68017,2962,0.0342,288.2925,281.9946,6.2978,2051,911,2023/9/26 16:28,1.69E+11,5,5,11,0,5,0.415488,0.359788,0.139484,0.348422,0.067066,1.742109,0.335332,13,13,6.187506,30.014575,0.208705,5,0,2901998,2022,4207,13,0,0,5,6,5,0,0,0,5,5,0,0,0,0,0,0,11
,局域网,22001,,英国,UDP,未知UDP应用,UDP,3049826,35.2989,1522620,1527206,27727,0.3209,282.3912,140.9833,141.4079,13842,13885,2023/9/26 16:14,2.7956E+13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1,,-,,-,-,-,-,-,-,-,-,-,0,4,0,0,-,0,-,-,-
,英国,15007,,局域网,TCP,未知TCP应用,TCP,3017154,34.9207,2951091,66063,2868,0.0331,279.3661,273.2491,6.1169,1988,880,2023/9/26 16:28,79000000000,5,5,10,0,5,0.924872,0.081689,0.608153,0.096291,0.828581,0.481454,4.142906,13,13,25.86173,27.421457,0.493008,5,0,2809055,1958,4207,13,2,0,5,5,5,0,0,0,5,5,0,0,2,0,0,0,10
,英国,15009,,局域网,TCP,未知TCP应用,TCP,2972949,34.4091,1656683,1316266,2687,0.031,275.273,153.3965,121.8764,1408,1279,2023/9/26 16:28,1.47E+11,5,5,10,0,5,1.0925,0.1472,0.623219,0.147171,0.945329,0.735854,4.726647,12,10,15.584789,12.57789,9.86938,5,0,1558131,1088,1226696,855,0,0,3,5,5,0,0,0,5,5,0,0,0,0,0,0,10
,英国,15000,,局域网,TCP,未知TCP应用,TCP,2816779,32.6016,2758385,58394,2642,0.0305,260.8128,255.406,5.4068,1850,792,2023/9/26 16:28,1.58E+11,4,4,8,0,4,0.878556,0.071596,1.228522,0.090129,0.788427,0.360515,3.153708,10,10,21.136961,31.196886,0.44215,4,0,2628901,1828,2922,10,0,0,4,4,4,0,0,0,4,4,0,0,0,0,0,0,8
,英国,15018,,局域网,TCP,未知TCP应用,TCP,2751192,31.8425,1690646,1060546,2465,0.0285,254.74,156.5412,98.1987,1386,1079,2023/9/26 16:28,1.08E+11,5,5,10,0,5,0.937516,0.137337,0.762027,0.132345,0.80517,0.661726,4.025852,12,10,13.737181,8.528424,9.132166,5,0,1593634,1112,984976,688,0,0,3,5,5,0,0,0,5,5,0,0,0,0,0,0,10
,英国,15008,,局域网,TCP,未知TCP应用,TCP,2706128,31.3209,2652914,53214,2500,0.0289,250.5674,245.6401,4.9272,1782,718,2023/9/26 16:28,1.58E+11,4,4,8,0,4,0.968678,0.078423,0.366174,0.084262,0.884416,0.337049,3.537664,10,10,14.782038,24.173028,0.440802,4,0,2528190,1760,2922,10,0,0,4,4,4,0,0,0,4,4,0,0,0,0,0,0,8
,英国,15014,,局域网,TCP,未知TCP应用,TCP,2673946,30.9484,2612030,61916,2575,0.0298,247.5875,241.8546,5.7329,1767,808,2023/9/26 16:29,1.04E+11,5,5,10,0,5,0.499406,0.075557,1.107502,0.081257,0.418149,0.406284,2.090745,14,14,28.321132,21.052,0.249551,5,0,2488360,1738,5316,14,0,0,5,5,5,0,0,0,5,5,0,0,0,0,0,0,10
,局域网,15006,,局域网,TCP,未知TCP应用,TCP,2673546,30.9438,1560450,1113096,2475,0.0286,247.5505,144.4861,103.0644,1313,1162,2023/9/26 16:28,1.06E+11,5,5,10,0,5,0.641579,1.561775,0.127619,0.574018,0.067562,2.870089,0.337808,14,12,5.343011,12.403563,7.159453,5,0,1468548,1031,1031716,722,0,0,3,5,5,0,0,0,5,5,0,0,0,0,0,0,10
,英国,15015,,局域网,TCP,未知TCP应用,TCP,2619054,30.3131,2575058,43996,2341,0.027,242.505,238.4312,4.0737,1723,618,2023/9/26 16:28,1.53E+11,4,4,8,0,4,0.979406,0.141532,0.978228,0.218263,0.761143,0.873051,3.044573,8,8,14.32527,21.581884,0.489703,4,0,2454464,1703,704,8,0,0,4,4,4,0,0,0,4,4,0,0,0,0,0,0,8
,英国,15011,,局域网,TCP,未知TCP应用,TCP,2567694,29.7186,2510431,57263,2451,0.0283,237.7494,232.4473,5.3021,1691,760,2023/9/26 16:28,1.69E+11,4,4,8,0,4,0.584448,0.083392,1.011439,0.08357,0.500878,0.33428,2.003511,11,11,18.455737,26.995696,0.297114,4,0,2392077,1668,4031,11,0,0,4,4,4,0,0,0,4,4,0,0,0,0,0,0,8
,英国,15005,,局域网,TCP,未知TCP应用,TCP,2337744,27.0572,2283852,53892,2240,0.0259,216.4577,211.4677,4.99,1544,696,2023/9/26 16:28,92000000000,4,4,8,0,4,0.748293,0.086238,1.978139,0.110052,0.638242,0.440206,2.552967,12,12,34.605353,26.436738,0.374146,4,0,2175788,1520,5140,12,0,0,4,4,4,0,0,0,4,4,0,0,0,0,0,0,8
,英国,15013,,局域网,TCP,未知TCP应用,TCP,2297781,26.5946,1750304,547477,2050,0.0237,212.7575,162.0651,50.6923,1300,750,2023/9/26 16:28,47000000000,4,4,6,0,4,1.262304,0.155654,0.71229,0.166652,1.095652,0.666608,4.382606,9,8,12.870448,13.064942,5.756375,4,0,1659302,1155,494945,349,0,0,3,4,4,0,0,0,4,4,0,0,0,0,0,0,6
,英国,15009,,局域网,TCP,未知TCP应用,TCP,2296121,26.5754,2247737,48384,2164,0.025,212.6037,208.1237,4.48,1515,649,2023/9/26 16:28,78000000000,4,4,8,0,4,0.675242,0.077595,0.490516,0.090717,0.584526,0.362866,2.338104,10,10,24.114227,26.868458,0.31945,4,0,2141703,1493,2922,10,0,0,4,4,4,0,0,0,4,4,0,0,0,0,0,0,8
,局域网,15013,,英国,TCP,未知TCP应用,TCP,2240236,25.9286,56226,2184010,2246,0.0259,207.4292,5.2061,202.2231,776,1470,2023/9/26 16:29,1.51E+11,4,4,0,0,4,1.882311,10.428743,0.05438,1.814121,0.068191,7.256482,0.272762,12,8,4.418256,3.317148,84.53582,4,0,1874,19,2081078,1444,0,0,4,4,4,0,0,0,4,4,0,0,0,0,0,0,0
,局域网,37771,,英国,TCP,未知TCP应用,TCP,2143169,24.8051,694487,1448682,11178,0.1293,198.4415,64.3043,134.1372,6963,4215,2023/9/26 16:14,2.7952E+13,1,1,0,0,1,5.766216,3.495215,14.098035,1.291277,4.474939,1.291277,4.474939,3476,3476,28130.40617,2.888268,2.897472,3,1,207057,3483,1153556,4180,0,1,0,10,1,0,0,0,1,2,0,0,1,0,0,0,0
,局域网,37771,,英国,TCP,未知TCP应用,TCP,2118943,24.5248,689269,1429674,11109,0.1285,196.1984,63.8212,132.3772,6921,4188,2023/9/26 16:14,2.7942E+13,1,1,0,0,1,8.958176,2.143747,16.061042,2.085668,6.872508,2.085668,6.872508,3457,3457,28751.78869,4.479132,4.484697,3,1,204711,3460,1136342,4147,1,4,0,10,1,0,0,0,1,2,0,0,5,0,0,0,0
,局域网,37773,,英国,TCP,未知TCP应用,TCP,2109161,24.4115,694335,1414826,11172,0.1293,195.2926,64.2902,131.0024,6961,4211,2023/9/26 16:14,2.7952E+13,1,1,0,0,1,9.862906,2.55233,15.432158,1.405025,8.457881,1.405025,8.457881,3478,3478,29648.88667,4.934299,4.94184,3,1,207057,3483,1120052,4180,0,0,0,10,1,0,0,0,1,2,0,0,0,0,0,0,0
